IMDb ID,Title,Year,Rating,Votes,Genre,Description,Country,Director,Writers,URL,titleType,startYear,runtimeMinutes
tt0001486,At the Threshold of Life,1911.0,,,"Drama,Short",Film debut of Shirley Mason.,United States,,,https://www.imdb.com/title/tt0001486/,short,1911,
tt0001487,Aux lions les chrétiens,1911.0,6.2,10,"Drama,Short",,France,Louis Feuillade,,https://www.imdb.com/title/tt0001487/,short,1911,
tt0001488,Les Hallucinations du baron de Münchhausen,1911.0,6.3,600,"Fantasy,Short",Star Film 1536 - 1547.,France,Georges Méliès,Gottfried August Bürger,https://www.imdb.com/title/tt0001488/,short,1911,11
tt0001489,The Awakening of John Bond,1911.0,,,"Drama,Short","It is a film with a mission, and a very worthy one. Its principal object is to disseminate information as to what becomes of the money that is received from the sale of Red Cross Stamps at holiday time. Incidentally it teaches a lesson to selfish property owners who neglect everything about their tenement properties except the collection of rents. John Bond was such a man. He didn't care the snap of his finger how many unfortunate souls lived and died of dread consumption in his tenements; all he wanted was rent, until one day his selfishness was brought directly home to him and he began to see things in another light. The story is cleverly put together and is exceedingly well acted in the best Edison fashion. The plot has to do with the dealings of John Bond with the O'Brien family, who were tubercular tenants of his. Their unfortunate condition was a matter of indifference to him. One day John Bond took unto himself a bride. On the same day George O'Brien shipped as a common seaman on Bond's yacht, which was used for the honeymoon. On the voyage young O'Brien succumbed to the ravages of tuberculosis. During his last illness Mrs. Bond nursed the young man and contracted the disease herself, and from that time on John Bond was obliged to view the tuberculosis question from quite a different angle than before. Step by step we observe the awakening of John Bond. The picture becomes intensely dramatic as it proceeds. The big dramatic scene is when Nellie O'Brien calls by request upon Mrs. Bond to receive the trinkets bequeathed by her brother in care of that very good lady. There in his mansion Nellie comes face to face with her heartless landlord. The sight of him is sufficient to send the girl into hysterics, and Mrs. Bond becomes aware of how her husband's money is really made; after which she takes a hand in the matter and assists in his awakening. The work of Mary Fuller as Nellie O'Brien is a masterpiece. At the beginning a perfect portrayal of quiet submission, it changes in a flash to the violent outpouring of a burdened soul. Seldom do we see such splendid examples of dynamics as this one. John Bond was typical and well personified by Bigelow Cooper. George O'Brien was a short but well- acted part by Harold M. Shaw. Mrs. Bond was done by Miriam Nesbitt, leaving nothing to be desired. - The Moving Picture World, November 18, 1911",United States,Oscar Apfel,Bannister Merwin,https://www.imdb.com/title/tt0001489/,short,1911,
tt0001490,Back to the Primitive,1911.0,5.2,30,"Short,Western","Part of the ""Captain Kate"" series.",United States,Francis Boggs,Edward McWade,https://www.imdb.com/title/tt0001490/,short,1911,14
tt0001491,Back to the Soil,1911.0,,,"Drama,Short",The film is lost as no copy of it is known to exist.,United States,Thomas H. Ince,,https://www.imdb.com/title/tt0001491/,short,1911,
tt0001492,The Backwoodsman's Suspicion,1911.0,,,"Adventure,Short,Western","This pictures a western story of needless jealousy, and has a narrowly averted tragedy at its close. The tale is of a young author going west for his health and finding board with a backwoodsman. Finding the young wife illiterate the author undertakes to teach her to read. This rouses the jealousy of the husband. The author receives a telegram to come home. To go the long way would mean missing his train, so the woman volunteers to pilot him a shorter, but more dangerous way. The husband returns during her absence and suspecting they have eloped starts after them. The wife returns soon afterward and learning of the state of affairs starts again on a wild ride to avert tragedy, which, happily, she accomplishes, reaching the station before anything serious happens. All is then explained and the trouble ceases. - The Moving Picture World, July 29, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001492/,short,1911,
tt0001493,The Bad Man's Downfall,1911.0,,,"Short,Western","Another Western drama, with the bad man, the winsome girl and the avenging gentleman who rescues the girl from the bad man's unwelcome attentions, and ultimately gets her himself. It is the same Western idea, developed in a different way, perhaps, only monotonous because so many others have carried out substantially the same thing. Nothing can be said against the actors, and the staging is satisfactory, but it is a repetition of what has been done before which becomes, in time, uninteresting. Besides, this type of westerner has disappeared, and in his place has come a prosperous individual whose opulence precludes any possibility of his reverting to the old cow-punching days. The west is steel breezy, but it not rough. - The Moving Picture World, February 25, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001493/,short,1911,
tt0001494,The Bad Man's First Prayer,1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001494/,short,1911,
tt0001495,A Balkan Episode,1911.0,,,,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001495/,movie,1911,
tt0001496,The Baron,1911.0,4.2,75,"Comedy,Short",Released as a split reel along with the comedy The Villain Foiled (1911).,United States,Mack Sennett,Edwin August,https://www.imdb.com/title/tt0001496/,short,1911,7
tt0001497,The Battle of Bunker Hill,1911.0,7.7,13,"Short,War","This is the third in the series of historical pictures the Edison Company is releasing from time to time. It is good, but not so good as the two that have preceded it. The picture of .the battle is what might be called a full-faced picture and it isn't effective. This is due mostly to the fact that there are very few British soldiers and also that there are too many actors among the Americans who seem not deeply interested in the outcome of the event. The love story also might have been acted a little more convincingly. It is hard for a grown actor to play the part of a bashful youth pleasingly. The hero of the incident is played by a good actor, but one watching him, longs to have him straighten up and make love like an officer and a gentleman. - The Moving Picture World, August 26, 1911",United States,Oscar Apfel,Clyde Fitch,https://www.imdb.com/title/tt0001497/,short,1911,
tt0001498,The Battle of Trafalgar,1911.0,8.2,18,War,"The Battle of Trafalgar, arresting as it did the power of Napoleon, just when that power seemed to develop into omnipotence, is justly counted among the fifteen decisive battles of history. A film maker, who undertakes to reproduce an event of such importance in moving pictures, deserves encouragement for the effort alone. It may be added at the outset that the effort of the Edison Company was altogether creditable. The picture has bits of historic realism that are quite clever. The ""fighting top"" of the enemy's ship ""The Redoubtable"" was an extremely well-conceived and well executed scene and has the merit of being in the story of it well sustained by historical tradition. The scene on board the ""Victory"" when, after so many hours of bloody fighting the fortunes of war went with the British, is stirring in the picture, as it must have been in reality. The death of Nelson was an affecting scene and to an Englishman must bring to mind one of the proudest moments in the history of his country. The appearance of Nelson before the Board of Admiralty is likewise worthy of special mention. The psychological moment has been seized by the director, and the spectator at the end of the scene feels that Nelson is going forth to conquer or to die. Special credit is due to the film maker for abstaining from the ""love-fiction"" too often interwoven with so- called historical pictures. The historical novel has been the pet aversion of literature and it would be too bad to have a revival of it on the screen. The educational value of the picture is great. - The Moving Picture World, September 9, 1911",United States,J. Searle Dawley,,https://www.imdb.com/title/tt0001498/,movie,1911,51
tt0001499,The Battle,1911.0,5.6,392,"Action,Drama,Short",Film debut of Lionel Barrymore.,United States,D.W. Griffith,,https://www.imdb.com/title/tt0001499/,short,1911,17
tt0001500,Bedraget i døden,1911.0,5.0,9,"Drama,Short",Featured in Cinema Europe: The Other Hollywood (1995),Denmark,Eduard Schnedler-Sørensen,,https://www.imdb.com/title/tt0001500/,short,1911,33
tt0001501,Behind the Stockade,1911.0,,,"Drama,Short","As of 2004, this is presumed to be a lost film.",United States,Thomas H. Ince,George Loane Tucker,https://www.imdb.com/title/tt0001501/,short,1911,
tt0001502,The Best Man Wins,1911.0,,,"Comedy,Romance,Short",Alice Davenport's debut.,United States,Tom Ricketts,Tom Ricketts,https://www.imdb.com/title/tt0001502/,short,1911,
tt0001503,The Better Way,1911.0,,,"Drama,Short","This film was reissued in 1922 with new, comedic, titles as a spoof on itself and was reviewed as such in the New York Times, 28 March 1922.",United States,Thomas H. Ince,,https://www.imdb.com/title/tt0001503/,short,1911,10
tt0001504,Betty Becomes a Maid,1911.0,,,"Comedy,Short","This was one of several films Normand made for Vitagraph in which she played a character named Betty. They are collectively known as ""the Betty series."" In those early days film stars were not actually credited and were often known by nicknames. While she was at Vitagraph, Normand was known as ""Vitagraph Betty.""",United States,,,https://www.imdb.com/title/tt0001504/,short,1911,16
tt0001505,Bill Bumper's Bargain,1911.0,,,"Comedy,Short",,United States,,Johann Wolfgang von Goethe,https://www.imdb.com/title/tt0001505/,short,1911,
tt0001506,The Black Arrow,1911.0,,,"Drama,Short","A Tale of love and adventure, with the War of the Roses as an historical background and the ""English Greenwood""' as its prevailing setting, is surely not unwelcome after the monotonous procession of impossible sheriffs, impossible Indians and impossible cowboys which seem to haunt so many studios. ""The Black Arrow"" is an adaptation for the silent stage of the popular story of Robert Louis Stevenson. The story was originally intended and written for young folks and the picture will undoubtedly make a special appeal to the younger generation, for its hero is a boy and its heroine a girl. The work of adaptation presented difficulties, which few can realize unless they have read the book of Stevenson. As in all of his stories, there is in ""The Black Arrow"" much fine and graphic description and a variety of incident, not always closely connected with the central theme. An attempt to give the patron of the moving picture all the ramifications of the plot or even a complete portrayal of all its principal characters would have been impossible of achievement within the narrow limits of a thousand feet. The adapter has wisely avoided this temptation and in simplifying with considerable skill the plot, has by that means been able to transfer to the screen the greatest charms of the whole story: the spell of the ""greenwood,"" the spirit of romance and chivalry and the hard yet picturesque fighting, for which the wars of York and Lancaster will ever be famous in English history. The plot in its simplified form deals with the love of a likely young lad, ""Dick Shelton,"" for a very brave and very sweet girl, ""Joanna Sedley."" A wicked knight, ""Sir Daniel Brackley,"" is the obstacle in the course of true love. Being not only a bad guardian, but a ruthless tyrant and oppressor as well, he has rendered himself hateful to the people of his neighborhood, who as an answer to his acts of cruelty and robbery have formed themselves into a sort of medieval vigilance committee and are called ""Black Arrows,"" many of them being skilled archers, sending vengeful shafts into the hearts of their enemies, who are Sir Daniel and his retainers. There are escapes and rescues and fights aplenty, but it all ends happily; the ""Black Arrows"" punish the despotic knight and the young people get married with every promise of a long and happy life. One of the features of the reel is the great number of fine outdoor settings, remarkable for beauty of nature and splendor of photography, even in this day of good outdoor settings. The pursuit of Joanna and the scene entitled ""The Last Black Arrow"" are instances to the point and cannot fail to please, thrill and charm. The scenes in the greenwood, where ""Dick"" joins the brotherhood, sworn to destroy Sir Daniel, is superb in setting and grouping. The second feature has to do with the brilliant battle scenes, which in point of armor and weapons and in realistic acting, as well as in the number of the combatants, have scarcely been equaled on this side of the water. The attack on Shoreby Town is a masterpiece, the realism is intense, it is spirited in action and brings to mind scenes from the canvas of an old master. It adds not a little to the merit of this truly notable picture, that the principal character is taken by an artist, who showed a fine conception of the part and who knew how to execute his conception in so perfect a manner. Harold Shaw was a ""Dick Shelton"" after Stevenson's own heart and fancy; he was youthful, yet manly; an admirable lover and a loyal partisan. The part of Joanna was well and understandingly acted by Natalie Jerome, while Charles Ogle gave a good impersonation of the wicked Sir Daniel. Exhibitors will welcome such reels as ""The Black Arrow."" They attract the best and most desirable class of patronage and serve to increase the respect of the intelligent public for the moving picture, its destiny and its possibilities. - The Moving Picture World, October 21, 1911",United States,Oscar Apfel,Charles M. Seay,https://www.imdb.com/title/tt0001506/,short,1911,
tt0001507,The Blackmailer,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001507/,short,1911,19
tt0001508,The Blind Princess and the Poet,1911.0,5.5,52,"Fantasy,Romance,Short",Debut of actress Hazel Buckham.,United States,D.W. Griffith,Harriet Quimby,https://www.imdb.com/title/tt0001508/,short,1911,
tt0001509,Die Blinde,1911.0,,,Short,,Germany,Heinrich Bolten-Baeckers,,https://www.imdb.com/title/tt0001509/,short,1911,
tt0001510,"Bobby, the Coward",1911.0,5.6,72,"Crime,Drama,Short",Referenced in Mary Pickford: The Muse of the Movies (2008),United States,D.W. Griffith,Dell Henderson,https://www.imdb.com/title/tt0001510/,short,1911,18
tt0001511,Bondefangeri i Vaterland,1911.0,,,"Drama,Short",,Norway,Pehr Qværnstrøm,Pehr Qværnstrøm,https://www.imdb.com/title/tt0001511/,short,1911,
tt0001512,The Border Ranger,1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001512/,short,1911,
tt0001513,A Boy of the Revolution,1911.0,,,"Drama,Short",,United States,,,https://www.imdb.com/title/tt0001513/,short,1911,
tt0001514,Boys Will Be Boys,1911.0,,,"Comedy,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001514/,short,1911,13
tt0001515,The Brand,1911.0,,,,,United States,Thomas H. Ince,,https://www.imdb.com/title/tt0001515/,movie,1911,
tt0001516,Branding a Bad Man,1911.0,,,"Comedy,Short,Western",Released as a split reel along with the comedy A Western Dream (1911).,United States,Allan Dwan,,https://www.imdb.com/title/tt0001516/,short,1911,
tt0001517,The Broken Cross,1911.0,6.2,45,"Romance,Short",,United States,D.W. Griffith,Harriet Quimby,https://www.imdb.com/title/tt0001517/,short,1911,17
tt0001518,Broncho Billy's Adventure,1911.0,5.7,29,"Short,Western","A first-class Western cowboy picture, although Broncho Billy's a bit too much of a paladin to get over wholly; he can write on the back fence with two pistols at once and his shots make the letters jump right out. He stops at an inn in this picture and becomes a matchmaker, or rather helps Cupid out of difficulty. The girl's father, the inn- keeper, didn't care to have lovers around; he needed the girl's help, so he discouraged all callers. He shot the best of them. Then Billy took a hand, two hands in fact; for with one he covered Dad and made him give the wounded cowboy shelter, and with the other he kept the other boys from giving Dad what they thought he needed. The wounded man got well and, thanks to Billy, Dad gave in. It is a likable picture. - The Moving Picture World, January 13, 1912",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001518/,short,1911,
tt0001519,Broncho Billy's Christmas Dinner,1911.0,5.1,44,"Short,Western","Filmed in San Rafael and Fairfax, California, USA.",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001519/,short,1911,12
tt0001520,Brown's German Liver Cure,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001520/,short,1911,12
tt0001521,En bryllupsaften,1911.0,5.3,13,"Comedy,Short",,Denmark,Einar Zangenberg,Peter Nansen,https://www.imdb.com/title/tt0001521/,short,1911,12
tt0001522,Buffalo Bill on the Brain,1911.0,,,"Comedy,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001522/,short,1911,6
tt0001523,The Bunco Game at Lizardhead,1911.0,,,"Comedy,Short,Western","Filmed in Redlands, California, USA.",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001523/,short,1911,
tt0001524,The Burglar as Father Christmas,1911.0,,,"Drama,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001524/,short,1911,14
tt0001525,Caesar's Prisoners,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001525/,short,1911,19
tt0001526,The Call of the Song,1911.0,,,"Drama,Romance,Short",The Call of the Song ( 1911 ) is a lost silent film.,United States,Thomas H. Ince,,https://www.imdb.com/title/tt0001526/,short,1911,
tt0001527,Mest kinematograficheskogo operatora,1912.0,7.7,3.4K,"Animation,Comedy,Fantasy",Dead bugs were used as the puppets seen in this film.,Russia,Wladyslaw Starewicz,Wladyslaw Starewicz,https://www.imdb.com/title/tt0001527/,short,1912,12
tt0001528,Captain Barnacle's Courtship,1911.0,,,"Comedy,Short","A comedy presenting Capt. Barnacle in the role of love maker with a pretty girl as the object. The girl objects and the brilliant way she adopts to outwit the captain and her designing Ma and get the man of her own choice supplies sufficient comedy to consume a long film. It doesn't get dull any of the way, and there is a laugh at the end when the captain discovers that he is attempting to marry the desired bride's brother. The piece is well staged, well acted and in most of the scenes the photography is good. Some of the interiors appear to be a trifle underexposed. The vagaries of an uneven current are sometimes responsible for apparent underexposure, and perhaps that was true in this case. - The Moving Picture World, March 11, 1911",United States,George D. Baker,,https://www.imdb.com/title/tt0001528/,short,1911,
tt0001529,Captain Kate,1911.0,4.8,26,"Adventure,Drama,Short",A print of this film survives in the Library of Congress.,United States,Francis Boggs,Edward McWade,https://www.imdb.com/title/tt0001529/,short,1911,14
tt0001530,"Captain Midnight, the Bush King",1911.0,5.5,20,Drama,,Australia,Alfred Rolfe,,https://www.imdb.com/title/tt0001530/,movie,1911,
tt0001531,"Captain Starlight, or Gentleman of the Road",1911.0,4.6,16,,"This is the only filmed version of the five film adaptations of the 'Robbery Under Arms' novel by Rolf Boldrewood not to be called ""'Robbery Under Arms'.",Australia,Alfred Rolfe,Rolf Boldrewood,https://www.imdb.com/title/tt0001531/,movie,1911,
tt0001532,Carmen o la hija del contrabandista,1911.0,5.2,18,Short,Version of Carmen (1913),Spain,Ricardo de Baños,Alberto Marro,https://www.imdb.com/title/tt0001532/,short,1911,25
tt0001533,Carmenita the Faithful,1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001533/,short,1911,
tt0001534,Carnaval en Palamós,1911.0,,,Short,,Spain,Fructuós Gelabert,,https://www.imdb.com/title/tt0001534/,short,1911,7
tt0001535,Castillo de Arampruña,1911.0,,,Short,,Spain,Fructuós Gelabert,,https://www.imdb.com/title/tt0001535/,short,1911,6
tt0001536,A Cattle Rustler's Father,1911.0,,,"Short,Western",,United States,Arthur Mackley,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001536/,short,1911,
tt0001537,The Cattleman's Daughter,1911.0,,,"Short,Western","A love story with a rival mixed up in it and a daughter turned out because she dared love a poor man instead of accepting the rich man her father favored. Then come reverses, with the young wife almost at death's door and the young man out of work. A safe robbery, discovery of the young man as the thief, his arrest, but before he is taken away the sick woman comes from another room. The sight softens her father's heart and all is peace afterward. There is not much drama, but a straight story which can be easily understood. It will appeal to the hearts of most people in the audience. - The Moving Picture World, March 4, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001537/,short,1911,
tt0001538,Caught with the Goods,1911.0,,,"Comedy,Short",Released as a split reel along with the comedy A Mix-up in Raincoats (1911),United States,Mack Sennett,George Hennessy,https://www.imdb.com/title/tt0001538/,short,1911,6
tt0001539,Caïn et Abel,1911.0,,,"Drama,Short",Released in the US as a split reel along with The Grouch Cure (1911).,France,Henri Andréani,,https://www.imdb.com/title/tt0001539/,short,1911,
tt0001540,The Changing of Silas Warner,1911.0,,,"Drama,Short",,United States,,,https://www.imdb.com/title/tt0001540/,short,1911,17
tt0001541,Checkmated,1911.0,,,"Biography,Short",The first dramatic film in natural color.,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001541/,short,1911,18
tt0001542,The Chief's Daughter,1911.0,4.5,35,"Romance,Short",,United States,D.W. Griffith,,https://www.imdb.com/title/tt0001542/,short,1911,17
tt0001543,The Child Crusoes,1911.0,,,"Adventure,Short",,United States,Van Dyke Brooke,Marison Ziegfeld,https://www.imdb.com/title/tt0001543/,short,1911,
tt0001544,A Christmas Carol,1910.0,6.0,895,"Drama,Fantasy,Short","Worldview Entertainment and the Killiam Collection has released a set of nine early movies about Christmas collectively called ""A Christmas Past"", with an original score by Al Kryszak. This movie is the eighth one and has a running time of 11 minutes.",United States,J. Searle Dawley,Charles Dickens,https://www.imdb.com/title/tt0001544/,short,1910,11
tt0001545,Cinderella,1911.0,6.1,163,"Fantasy,Short","Prints of this film survive in the Library of Congress, and the UCLA Film and Television Archives.",United States,George Nichols,Charles Perrault,https://www.imdb.com/title/tt0001545/,short,1911,14
tt0001546,Cinderella,1912.0,,,"Fantasy,Romance,Short",Debut of actress Mabel Taliaferro.,United States,Colin Campbell,,https://www.imdb.com/title/tt0001546/,short,1912,
tt0001547,A Citizeness of Paris,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001547/,short,1911,18
tt0001548,The Clown's Sacrifice,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001548/,short,1911,17
tt0001549,The Codfish Industry in Newfoundland,1912.0,,,"Documentary,Short",Released as a split reel along with the comedy Freezing Auntie (1912).,United States,,,https://www.imdb.com/title/tt0001549/,short,1912,
tt0001550,The Coffin Ship,1911.0,5.5,60,"Adventure,Short","Second-rate sea yarn that is strategically shot to disguise the fact that the actors involved are never more than a long step away from dry land. Has a real warm glow ending in which the hero, having been plucked from the sea, makes up with the man who knew the death trap he ordered him to sail was unsafe simply because the old man's feelings of guilt have finally overcome his resentment of the young buck who is banging his daughter.",United States,,,https://www.imdb.com/title/tt0001550/,short,1911,15
tt0001551,Comrades,1911.0,5.2,101,"Comedy,Short",First director credit for Mack Sennett.,United States,Dell Henderson,Mack Sennett,https://www.imdb.com/title/tt0001551/,short,1911,13
tt0001552,Conscience,1911.0,5.5,40,"Drama,Short",,United States,D.W. Griffith,,https://www.imdb.com/title/tt0001552/,short,1911,11
tt0001553,A Conspiracy Against the King,1911.0,,,"Drama,Short","An elaborate and interesting film. Indeed, it hasn't a dull moment, though the scene where the knight of the road agrees to take the secret papers from the messenger, because a girl asks him to do it, doesn't seem quite convincing. Maybe, however, much may be allowed for the time and the occasion and to this must be added the entreaty which always abides in the request of a pretty woman in trouble. The gallant gentleman is captured with the papers in his possession and it looks rather squally for him, but the girl is equal to the emergency and again makes a request which is readily granted by the opposite party. Thus she is able to save the man who assisted her. The lovers, reunited, are left in their happiness, while the knight, who was considerately imprisoned in a pantry, gallops away. This picture is produced with the art which is a marked characteristic of the Edison films. Any audience will be pleased with this and managers will make no mistake in including it with their program. - The Moving Picture World, November 4, 1911",United States,J. Searle Dawley,H.B. Marriott Watson,https://www.imdb.com/title/tt0001553/,short,1911,
tt0001554,The Corporation and the Ranch Girl,1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001554/,short,1911,
tt0001555,Cortejo Cívico,1911.0,,,,,Portugal,,,https://www.imdb.com/title/tt0001555/,movie,1911,
tt0001556,The Count and the Cowboys,1911.0,,,"Comedy,Short,Western","A comedy which possesses all the crisp and attractive qualities that are usually present in comedies from this house. The scene is laid in the West and presents a French count, in immaculate attire, suddenly dropped among the cowboys. Following an altercation he offers to fight a duel, but when the results of a scheme arranged by the cowboys to show his opponent killing duelists by wholesale are seen, he breaks away and barely succeeds in catching the stage on his way back to the effete East, while the cowboys make merry over their successful joke. The character studies are excellent. The story is told with a clarity that leaves nothing to be desired, while the audience does not fail to make its deep interest in the play manifest. - The Moving Picture World, January 21, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001556/,short,1911,
tt0001557,A Country Cupid,1911.0,4.9,124,"Romance,Short","This is not one of Griffith's better pieces. True, by this time, his control of pacing and cutting is so assured and casual that he must have been very certain of his audience. But the story is slight, and he presents an odd mixture of bucolic innocence in the outdoor scenes and contrasts it with a village idiot -- played by Joseph Graybill -- whose lust for pretty, sixteen-year-old schoolmarm Blanche Sweet drives him to a fit in which he alternately threatens her with a gun and offers himself as the gun's target.Still, Griffith's company can act for the screen by this time. Except for three or four titles at the beginning, explaining who the characters are, there is precisely one written item in the body of the movie -- the note Blanche writes her boyfriend Edwin August, which she throws away but is delivered by equally love-struck pupil, Billy, as portrayed by Edna Foster.Griffith always maintained his love for country life on the screen, but his story-telling compelled him to more complicated views of life, and his natural bent was to adorn his melodramas with some of the complexities of realities. Yes, country living is nice, but ... too bad it doesn't really work here. For completists only.",United States,D.W. Griffith,,https://www.imdb.com/title/tt0001557/,short,1911,18
tt0001558,The Country Lovers,1911.0,,,"Comedy,Short",Referenced in Mary Pickford: The Muse of the Movies (2008),United States,Mack Sennett,Frank E. Woods,https://www.imdb.com/title/tt0001558/,short,1911,
tt0001559,The Courting of Mary,1911.0,,,"Comedy,Short",Initial production and first release of the Majestic Motion Picture Company.,United States,James Kirkwood,George Terwilliger,https://www.imdb.com/title/tt0001559/,short,1911,
tt0001560,The Cowboy Coward,1911.0,4.5,28,"Short,Western","An exceptionally interesting cowboy character study, dealing with an individual with amiable ways, but with no insides to him, moral or physical. He was afraid to face his man even when he was in the right, but he was willing to persuade someone else, a brave gambler, to handle the picture's bully for the sake of the heroine and then was willing to lie to the girl in order to get her love, never realizing that she would find him out sometime. He was simply that kind of a man. The player who took the part had to meet the acting of Miss Fields, as the girl, and Mr. Anderson, as the gambler, and a very good player, as the bully. Consequently he didn't appear to very good advantage, for the other three seemed to be past excellent in their parts. Perhaps it is to the player's credit that he couldn't put the part over very effectively. There are many good things in the picture, especially for the thoughtful spectator. - The Moving Picture World, December 30, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001560/,short,1911,11
tt0001562,The Puncher's Law,1911.0,,,"Short,Western","A picture which is, in a degree, rough, but the close will have the sympathy of every man who has red blood in his veins. A girl deserts her cowboy sweetheart and marries a gambler. In a short time she realizes her mistake and is thrust from the house when ill. Vainly she tries to induce her husband to take her back, but he refuses and she falls by the wayside in a dying condition, where she is found by her former lover. After she dies he hunts out her husband, forces him to go to the house and see her body and then gives him the choice of a vial of poison or bullets from is revolvers. Probably every man who sees this picture will agree that he received only his deserts. It was an effective way to mete out punishment, not warranted in law, but dictated by emotion. - The Moving Picture World, September 30, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001562/,short,1911,
tt0001563,Os Crimes de Diogo Alves,1911.0,5.8,55,"Crime,Drama,Short",Second fiction film of Portuguese cinema.,Portugal,João Tavares,João Freire Correia,https://www.imdb.com/title/tt0001563/,short,1911,23
tt0001564,The Crooked Road,1911.0,4.6,31,"Drama,Short",,United States,D.W. Griffith,,https://www.imdb.com/title/tt0001564/,short,1911,17
tt0001565,The Crusader,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001565/,short,1911,19
tt0001566,A Cure for Crime,1911.0,,,"Comedy,Short",,United States,Edwin S. Porter,,https://www.imdb.com/title/tt0001566/,short,1911,
tt0001567,Cyrano et d'Assoucy,1911.0,,,Short,,France,Albert Capellani,Abel Gance,https://www.imdb.com/title/tt0001567/,short,1911,
tt0001568,Dad's Girls,1911.0,,,"Short,Western",,United States,Otis Turner,Otis Turner,https://www.imdb.com/title/tt0001568/,short,1911,
tt0001569,The Caddy's Dream,1911.0,,,"Comedy,Short",Released as a split reel along with the comedy Will You Marry Me? (1911).,United States,,,https://www.imdb.com/title/tt0001569/,short,1911,
tt0001570,The Daisy Cowboys,1911.0,,,"Comedy,Short","This picture exists for the sake of a novel incident from which it takes its name and which comes at the end of the film. The girl from the East captured all the cowboys' hearts, but one of them (Gumption) was more in love than the rest. He asked the girl, by letter, to meet him at the spring. He didn't sign. She was to leave an answer on a plant just outside her window. She wrote that she would be at the spring and directed her unknown admirer to wear a daisy. Two of the boys got it by mistake. All the boys came with daisies, except Gumption, who sat in sorrow, contemplating suicide. She escaped from the others and found him and consoled him. The best scenes in the pictures are lovely. There are two in which the lighting is very pretty indeed; one is the light through a window, the other fire light. - The Moving Picture World, December 23, 1911",United States,C.J. Williams,,https://www.imdb.com/title/tt0001570/,short,1911,
tt0001571,Dan the Dandy,1911.0,5.6,30,"Comedy,Drama,Short",,United States,D.W. Griffith,Bernardine R. Leist,https://www.imdb.com/title/tt0001571/,short,1911,17
tt0001572,Dandy Dick of Bishopsgate,1911.0,,,"Drama,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001572/,short,1911,19
tt0001573,De Gerona a Olot en ferrocarril (De Olot a Gerona en ferrocarril),1911.0,,,"Documentary,Short",,Spain,Fructuós Gelabert,,https://www.imdb.com/title/tt0001573/,short,1911,
